user_id,group,segment,converted,latency_ms,time_on_page_sec
15585,treatment,tablet,0,187.38,49.31
6894,control,mobile,0,206.08,42.22
12705,treatment,mobile,0,246.95,114.93
2555,control,desktop,0,197.02,71.67
4713,treatment,desktop,0,208.8,99.09
15357,treatment,tablet,0,215.35,61.93
9926,control,mobile,0,202.77,37.94
8777,control,mobile,0,228.84,47.89
953,control,desktop,0,210.59,16.22
9947,control,mobile,0,210.3,99.73
4137,treatment,desktop,0,185.81,47.48
3281,treatment,desktop,0,175.71,43.58
9388,control,mobile,0,210.62,73.89
8032,control,mobile,0,163.01,24.86
4282,treatment,desktop,0,175.15,38.76
11817,treatment,mobile,1,209.87,32.18
2449,control,desktop,0,193.37,79.75
9820,control,mobile,0,233.08,40.81
5376,treatment,desktop,0,220.16,31.58
14068,control,tablet,0,267.67,69.3
8662,control,mobile,0,230.2,25.42
9263,control,mobile,0,223.05,59.5
14607,control,tablet,0,211.56,85.47
8115,control,mobile,0,178.57,50.35
3474,treatment,desktop,0,214.87,80.68
7446,control,mobile,0,246.15,99.58
7608,control,mobile,0,238.56,42.55
9123,control,mobile,1,210.23,28.81
8918,control,mobile,1,207.42,104.32
11040,treatment,mobile,0,231.96,29.1
8655,control,mobile,0,218.17,22.22
2186,control,desktop,0,165.85,28.28
4880,treatment,desktop,0,248.95,33.52
13864,control,tablet,0,218.67,52.95
13781,control,tablet,0,245.33,57.84
549,control,desktop,0,183.13,64.39
11820,treatment,mobile,0,191.39,65.75
13278,treatment,mobile,0,238.22,57.5
13655,control,tablet,0,252.41,74.15
11374,treatment,mobile,0,208.3,43.17
11512,treatment,mobile,0,232.41,50.64
8263,control,mobile,0,200.33,46.22
7727,control,mobile,0,193.95,52.43
6870,control,mobile,0,206.64,40.17
5587,treatment,desktop,0,193.15,179.03
1532,control,desktop,0,228.03,31.7
15965,treatment,tablet,0,227.02,32.71
528,control,desktop,0,240.68,45.33
8804,control,mobile,0,237.9,21.16
13086,treatment,mobile,0,218.5,42.44
11697,treatment,mobile,0,201.01,53.44
713,control,desktop,0,202.63,79.48
453,control,desktop,0,193.64,58.06
10108,treatment,mobile,0,211.84,16.79
2246,control,desktop,0,152.38,15.95
9568,control,mobile,0,226.47,66.58
5957,treatment,desktop,0,198.33,52.26
12881,treatment,mobile,0,200.92,107.72
4059,treatment,desktop,0,198.9,90.77
12697,treatment,mobile,0,196.99,66.09
761,control,desktop,0,210.58,37.7
10492,treatment,mobile,0,222.78,52.08
15565,treatment,tablet,0,264.35,39.79
8414,control,mobile,0,248.88,40.2
15695,treatment,tablet,0,229.64,82.84
2158,control,desktop,1,264.36,57.13
13508,treatment,mobile,0,154.85,64.86
7974,control,mobile,0,185.91,105.72
4770,treatment,desktop,0,220.95,116.42
5134,treatment,desktop,1,216.78,32.65
1744,control,desktop,0,251.37,35.72
14871,treatment,tablet,0,204.47,60.24
3983,treatment,desktop,0,244.46,30.89
5344,treatment,desktop,0,159.77,52.96
15516,treatment,tablet,0,241.0,12.77
11538,treatment,mobile,0,248.09,24.54
6102,treatment,desktop,0,187.87,52.79
3663,treatment,desktop,0,164.36,42.5
15791,treatment,tablet,0,203.35,32.86
15744,treatment,tablet,0,223.08,51.56
12889,treatment,mobile,1,224.77,120.21
10047,treatment,mobile,0,217.03,54.81
221,control,desktop,0,263.47,50.58
8214,control,mobile,0,298.77,76.12
993,control,desktop,0,225.72,50.05
15124,treatment,tablet,1,175.53,37.32
9472,control,mobile,0,242.35,112.95
10597,treatment,mobile,0,220.21,44.27
15977,treatment,tablet,0,230.57,66.74
14923,treatment,tablet,0,204.9,26.56
10165,treatment,mobile,0,197.45,70.14
1187,control,desktop,0,231.49,22.49
14357,control,tablet,0,258.36,61.03
648,control,desktop,0,278.79,34.84
6407,control,mobile,0,237.01,61.37
6454,control,mobile,0,169.97,17.33
12811,treatment,mobile,1,185.67,40.15
1111,control,desktop,0,217.24,20.38
6544,control,mobile,0,221.28,71.24
3697,treatment,desktop,1,205.71,71.52
7328,control,mobile,0,264.45,67.0
5991,treatment,desktop,0,204.38,40.44
6498,control,mobile,0,242.07,34.32
182,control,desktop,0,255.82,127.85
6625,control,mobile,0,247.34,98.06
4112,treatment,desktop,0,155.13,36.88
4451,treatment,desktop,0,182.61,34.72
13296,treatment,mobile,0,293.7,40.86
6252,treatment,desktop,0,204.2,81.73
15718,treatment,tablet,0,229.68,43.13
7960,control,mobile,0,220.26,82.27
4756,treatment,desktop,0,164.06,26.67
9888,control,mobile,0,224.26,25.29
1211,control,desktop,0,213.62,17.82
10970,treatment,mobile,0,205.64,84.49
4749,treatment,desktop,0,237.35,43.42
7819,control,mobile,0,256.57,21.79
9407,control,mobile,0,194.66,127.52
1380,control,desktop,0,211.44,28.45
14810,treatment,tablet,0,220.16,83.84
1579,control,desktop,1,173.2,64.37
7562,control,mobile,0,236.1,72.1
5322,treatment,desktop,0,209.73,45.26
13519,treatment,mobile,0,215.2,51.37
8481,control,mobile,0,249.92,79.92
2384,control,desktop,0,193.01,26.16
10905,treatment,mobile,0,215.1,34.68
596,control,desktop,1,197.36,17.69
11132,treatment,mobile,0,198.13,36.84
9810,control,mobile,0,284.78,51.19
11550,treatment,mobile,0,199.91,113.82
4000,treatment,desktop,0,292.52,17.16
4599,treatment,desktop,0,258.67,25.39
2159,control,desktop,0,251.56,70.71
12489,treatment,mobile,0,183.27,46.77
1801,control,desktop,0,255.12,151.85
1421,control,desktop,0,243.55,46.79
8940,control,mobile,0,253.34,43.15
15747,treatment,tablet,1,211.84,79.38
7992,control,mobile,0,254.27,52.1
8476,control,mobile,1,208.32,50.64
961,control,desktop,0,201.27,41.75
12155,treatment,mobile,0,206.28,26.12
8939,control,mobile,0,231.66,83.92
13714,control,tablet,1,212.16,36.18
11210,treatment,mobile,0,210.72,36.76
7342,control,mobile,0,216.95,53.4
11941,treatment,mobile,0,255.56,41.09
868,control,desktop,0,217.74,46.84
1224,control,desktop,0,217.37,39.91
5707,treatment,desktop,0,175.33,52.41
8142,control,mobile,0,237.15,53.31
5584,treatment,desktop,0,269.76,65.3
1995,control,desktop,0,202.51,57.24
13079,treatment,mobile,0,188.46,49.97
6852,control,mobile,0,199.87,42.31
10433,treatment,mobile,0,216.94,96.85
12520,treatment,mobile,0,257.5,150.02
9005,control,mobile,1,188.44,11.52
12442,treatment,mobile,1,320.71,49.0
15879,treatment,tablet,0,200.92,96.97
9902,control,mobile,0,242.63,61.08
13267,treatment,mobile,0,233.43,45.31
11612,treatment,mobile,0,229.77,36.61
12016,treatment,mobile,0,199.21,47.17
6378,treatment,desktop,0,270.59,54.0
7365,control,mobile,0,199.34,182.12
15866,treatment,tablet,0,246.0,57.44
11296,treatment,mobile,0,255.76,130.81
13612,control,tablet,0,181.03,28.99
12196,treatment,mobile,0,147.35,60.84
5830,treatment,desktop,0,244.09,4050.24
1695,control,desktop,0,245.16,23.85
7711,control,mobile,0,228.84,46.01
4846,treatment,desktop,1,140.44,118.82
606,control,desktop,1,197.0,87.45
5269,treatment,desktop,1,196.21,59.51
13784,control,tablet,0,225.86,61.58
41,control,desktop,0,202.07,62.38
8636,control,mobile,0,221.75,34.84
487,control,desktop,0,219.05,35.89
10214,treatment,mobile,0,252.11,63.98
2342,control,desktop,0,222.08,55.12
8643,control,mobile,0,244.9,44.58
10402,treatment,mobile,0,233.0,22.51
6541,control,mobile,0,197.52,57.08
4021,treatment,desktop,0,236.9,29.11
7498,control,mobile,0,239.04,21.76
10100,treatment,mobile,0,251.92,63.27
10229,treatment,mobile,1,165.59,28.94
14851,treatment,tablet,0,235.97,44.15
725,control,desktop,0,266.58,167.44
6439,control,mobile,0,268.01,48.19
6118,treatment,desktop,0,262.53,46.92
2617,control,desktop,0,234.84,123.74
7029,control,mobile,0,240.15,35.43
9144,control,mobile,0,273.06,45.32
15123,treatment,tablet,0,233.34,57.0
14897,treatment,tablet,0,181.15,32.49
14123,control,tablet,0,193.27,36.85
8094,control,mobile,0,270.48,14.66
15719,treatment,tablet,0,245.64,38.01
3598,treatment,desktop,0,215.65,42.87
8490,control,mobile,0,239.47,36.42
7978,control,mobile,0,207.53,71.81
7158,control,mobile,0,195.26,33.76
1426,control,desktop,1,202.59,50.98
5784,treatment,desktop,1,196.19,137.43
4492,treatment,desktop,0,254.49,81.95
3216,treatment,desktop,0,235.57,80.45
6328,treatment,desktop,0,231.48,59.37
11252,treatment,mobile,0,210.18,26.74
3966,treatment,desktop,0,189.01,80.1
3062,control,desktop,0,256.05,45.75
8963,control,mobile,0,276.94,109.48
11576,treatment,mobile,0,202.57,60.87
12897,treatment,mobile,0,188.77,40.37
11418,treatment,mobile,0,186.19,86.3
14451,control,tablet,0,198.35,64.6
4932,treatment,desktop,0,211.14,48.96
6072,treatment,desktop,0,232.78,23.15
14086,control,tablet,1,221.61,74.06
8606,control,mobile,0,219.68,70.59
9255,control,mobile,0,183.47,25.77
7253,control,mobile,0,228.9,68.68
6943,control,mobile,0,209.79,40.17
14404,control,tablet,0,288.36,61.09
6752,control,mobile,0,219.83,44.58
4594,treatment,desktop,0,223.78,58.1
7762,control,mobile,1,307.26,17.08
7554,control,mobile,0,205.09,62.61
7251,control,mobile,0,198.1,125.05
12977,treatment,mobile,0,274.64,38.09
10019,treatment,mobile,0,204.09,58.63
8686,control,mobile,0,221.78,25.02
1355,control,desktop,0,227.85,54.1
7954,control,mobile,0,215.08,49.66
6162,treatment,desktop,1,190.61,76.81
7768,control,mobile,0,256.2,53.99
9342,control,mobile,0,216.57,38.68
2164,control,desktop,0,233.11,42.45
15303,treatment,tablet,1,180.26,71.11
13775,control,tablet,0,204.73,31.85
910,control,desktop,0,220.35,19.61
14030,control,tablet,0,261.32,27.88
11732,treatment,mobile,0,208.52,39.76
984,control,desktop,0,240.11,35.37
327,control,desktop,0,211.02,87.58
5213,treatment,desktop,0,213.52,16.95
4647,treatment,desktop,0,190.36,29.51
13827,control,tablet,0,207.22,51.96
1839,control,desktop,0,269.44,45.53
1317,control,desktop,0,181.21,20.55
11794,treatment,mobile,0,265.53,42.31
14423,control,tablet,0,177.63,59.89
13327,treatment,mobile,0,230.89,62.05
9939,control,mobile,0,199.65,40.27
3507,treatment,desktop,0,236.85,110.48
2603,control,desktop,0,122.41,71.88
290,control,desktop,0,198.81,50.16
9603,control,mobile,0,218.08,29.97
4401,treatment,desktop,0,178.79,44.14
507,control,desktop,0,214.22,75.52
3417,treatment,desktop,0,173.4,58.48
14169,control,tablet,0,226.54,118.57
6985,control,mobile,0,200.72,60.73
12740,treatment,mobile,0,264.16,92.87
15799,treatment,tablet,1,272.16,46.75
15525,treatment,tablet,1,200.42,36.75
9881,control,mobile,0,238.29,27.79
15448,treatment,tablet,0,190.57,138.59
14662,control,tablet,0,228.25,33.5
12369,treatment,mobile,0,204.89,20.11
3025,control,desktop,0,213.29,42.38
4792,treatment,desktop,0,249.63,27.67
3563,treatment,desktop,0,244.75,39.63
13282,treatment,mobile,0,219.61,46.24
5811,treatment,desktop,0,274.55,147.25
7105,control,mobile,0,174.46,95.91
780,control,desktop,1,139.97,55.42
10876,treatment,mobile,0,220.09,20.61
10132,treatment,mobile,0,220.75,48.26
6881,control,mobile,0,203.58,57.79
2511,control,desktop,0,229.69,47.46
8064,control,mobile,0,217.39,139.97
6709,control,mobile,0,185.43,66.99
15616,treatment,tablet,0,205.72,60.22
2238,control,desktop,1,219.71,51.56
7556,control,mobile,0,188.76,68.5
6743,control,mobile,0,174.53,41.83
6153,treatment,desktop,0,236.22,38.92
5838,treatment,desktop,0,156.74,38.74
13609,control,tablet,0,196.7,89.62
253,control,desktop,0,174.7,35.08
4501,treatment,desktop,0,259.43,54.13
8685,control,mobile,0,227.8,29.6
3816,treatment,desktop,0,206.44,45.12
12141,treatment,mobile,0,207.79,26.86
11909,treatment,mobile,0,246.63,58.23
6019,treatment,desktop,1,233.37,27.63
4785,treatment,desktop,0,184.65,16.69
4564,treatment,desktop,0,229.5,32.7
9225,control,mobile,0,270.7,44.54
2582,control,desktop,0,186.48,36.67
3470,treatment,desktop,0,216.71,24.83
6023,treatment,desktop,0,225.77,56.04
4586,treatment,desktop,0,226.01,28.35
11423,treatment,mobile,0,194.26,31.26
7765,control,mobile,0,186.48,31.05
3791,treatment,desktop,1,246.09,46.94
8336,control,mobile,0,251.47,27.58
15171,treatment,tablet,0,208.46,33.69
9181,control,mobile,0,226.91,61.96
10053,treatment,mobile,1,238.58,41.36
12512,treatment,mobile,1,211.49,45.55
13301,treatment,mobile,0,215.04,74.44
5430,treatment,desktop,0,219.24,55.29
9986,control,mobile,0,178.69,74.2
13931,control,tablet,0,188.52,75.87
7277,control,mobile,0,310.07,40.04
4569,treatment,desktop,0,184.88,55.07
5539,treatment,desktop,0,165.18,41.13
13238,treatment,mobile,0,218.8,28.29
13106,treatment,mobile,0,201.5,59.42
11007,treatment,mobile,0,232.17,40.19
9653,control,mobile,0,206.95,39.98
9478,control,mobile,0,194.07,86.12
14795,control,tablet,0,217.16,41.78
8321,control,mobile,0,244.67,44.14
8063,control,mobile,0,194.24,78.54
8843,control,mobile,0,257.49,17.67
14708,control,tablet,0,227.46,36.6
3559,treatment,desktop,0,236.22,42.67
3333,treatment,desktop,0,213.2,90.9
15178,treatment,tablet,0,126.86,77.1
5340,treatment,desktop,0,188.63,35.28
11611,treatment,mobile,0,227.63,49.34
12336,treatment,mobile,0,242.74,54.54
1362,control,desktop,0,242.89,53.26
616,control,desktop,0,225.98,87.34
4466,treatment,desktop,0,206.13,85.28
4264,treatment,desktop,0,223.63,57.64
5887,treatment,desktop,0,207.35,34.06
3228,treatment,desktop,0,228.49,126.85
2859,control,desktop,0,214.48,61.54
3527,treatment,desktop,1,214.5,71.32
23,control,desktop,0,214.35,32.12
8415,control,mobile,0,249.45,69.02
10537,treatment,mobile,0,209.72,53.8
9146,control,mobile,0,247.79,27.57
9103,control,mobile,0,311.03,50.47
199,control,desktop,0,192.32,68.11
9717,control,mobile,0,246.46,62.69
13965,control,tablet,0,208.12,34.88
9713,control,mobile,0,197.47,50.0
251,control,desktop,0,179.16,45.75
6042,treatment,desktop,0,166.17,69.19
5626,treatment,desktop,0,234.08,42.76
481,control,desktop,0,250.83,25.68
11632,treatment,mobile,0,276.98,49.13
6467,control,mobile,0,255.87,55.48
388,control,desktop,0,197.46,48.12
4,control,desktop,0,252.85,52.11
9321,control,mobile,0,227.36,44.37
6046,treatment,desktop,0,252.74,54.79
8784,control,mobile,0,209.54,39.49
966,control,desktop,0,251.69,15.85
2223,control,desktop,0,260.39,35.7
3163,control,desktop,0,271.22,28.68
15666,treatment,tablet,0,251.24,82.33
12081,treatment,mobile,0,204.68,107.07
5175,treatment,desktop,0,173.52,96.57
9000,control,mobile,1,194.79,24.17
5923,treatment,desktop,1,230.53,3653.28
15352,treatment,tablet,0,218.94,100.83
7540,control,mobile,1,215.47,108.28
14801,treatment,tablet,0,245.52,31.82
11147,treatment,mobile,0,247.59,41.76
6801,control,mobile,0,246.72,48.12
15586,treatment,tablet,0,200.67,40.48
2714,control,desktop,1,236.93,37.92
9709,control,mobile,0,182.82,28.58
8138,control,mobile,0,203.31,47.42
49,control,desktop,0,198.26,30.93
3982,treatment,desktop,0,233.05,30.64
7693,control,mobile,0,243.45,34.9
15546,treatment,tablet,0,252.93,29.84
5688,treatment,desktop,0,212.83,34.96
7355,control,mobile,0,219.47,75.4
3261,treatment,desktop,1,214.92,40.45
4456,treatment,desktop,0,246.36,141.83
7589,control,mobile,0,282.74,21.84
11009,treatment,mobile,0,159.21,70.37
15651,treatment,tablet,0,256.69,45.24
5979,treatment,desktop,1,267.03,14.94
2179,control,desktop,0,231.59,31.17
14922,treatment,tablet,0,215.15,60.01
1144,control,desktop,0,193.51,93.66
5346,treatment,desktop,1,242.14,64.69
11032,treatment,mobile,0,220.36,59.89
1667,control,desktop,0,296.6,39.72
14623,control,tablet,0,221.93,132.99
4558,treatment,desktop,0,164.1,141.89
127,control,desktop,0,231.25,78.01
15599,treatment,tablet,0,230.23,30.79
15668,treatment,tablet,0,220.04,31.29
893,control,desktop,1,264.83,42.22
8193,control,mobile,0,214.45,104.37
5691,treatment,desktop,0,211.77,43.08
5975,treatment,desktop,1,234.5,98.33
10884,treatment,mobile,0,272.29,5035.44
3627,treatment,desktop,1,222.76,68.03
881,control,desktop,0,208.28,46.3
14465,control,tablet,0,218.13,68.78
11992,treatment,mobile,0,195.94,124.71
14741,control,tablet,0,186.17,74.74
14164,control,tablet,0,178.17,95.24
8033,control,mobile,0,207.98,34.91
7641,control,mobile,0,203.29,59.28
4939,treatment,desktop,0,275.52,38.58
13046,treatment,mobile,0,191.91,92.49
13506,treatment,mobile,1,266.33,54.28
15902,treatment,tablet,0,210.49,45.99
11116,treatment,mobile,0,205.56,63.37
4380,treatment,desktop,0,188.32,44.2
4584,treatment,desktop,1,188.42,89.42
4719,treatment,desktop,0,176.0,82.94
11299,treatment,mobile,0,231.37,68.26
1294,control,desktop,1,270.32,54.24
12771,treatment,mobile,0,190.12,78.08
13004,treatment,mobile,0,151.73,55.14
4963,treatment,desktop,0,159.73,36.45
3707,treatment,desktop,0,212.63,48.91
13732,control,tablet,0,292.39,28.85
2782,control,desktop,0,240.83,39.09
8873,control,mobile,0,229.02,16.82
15211,treatment,tablet,0,179.94,43.68
2637,control,desktop,0,231.62,54.77
5492,treatment,desktop,0,224.13,46.79
15260,treatment,tablet,1,162.58,24.26
12934,treatment,mobile,0,163.36,26.23
7238,control,mobile,0,169.63,42.3
5109,treatment,desktop,1,204.49,61.74
12058,treatment,mobile,0,216.07,145.73
8436,control,mobile,0,215.08,131.34
4245,treatment,desktop,0,195.86,41.2
13066,treatment,mobile,1,191.31,41.94
15218,treatment,tablet,0,213.91,22.0
5639,treatment,desktop,0,215.06,64.48
11230,treatment,mobile,0,250.6,67.48
11218,treatment,mobile,0,195.96,73.62
8887,control,mobile,1,222.53,31.23
15173,treatment,tablet,0,181.42,19.2
14803,treatment,tablet,0,265.04,30.67
