user_id,group,segment,converted,latency_ms,time_on_page_sec
15975,treatment,mobile,0,204.45,31.82
15094,control,mobile,0,193.84,116.73
15411,treatment,mobile,0,190.82,37.91
2945,treatment,desktop,0,209.33,71.61
13586,control,mobile,0,241.43,42.03
12362,control,mobile,0,209.42,66.69
14506,control,mobile,0,224.71,41.86
17079,treatment,mobile,0,214.31,46.79
6142,treatment,desktop,0,237.39,75.57
1429,treatment,desktop,0,233.35,51.08
15716,treatment,mobile,0,192.12,40.29
12601,control,mobile,0,192.36,52.7
18732,control,tablet,0,236.19,55.71
19791,treatment,tablet,0,219.79,41.13
527,control,desktop,0,249.9,53.61
5346,treatment,desktop,1,178.73,76.47
743,control,desktop,0,191.79,47.75
19154,treatment,tablet,0,245.69,56.21
17303,treatment,mobile,0,268.39,38.09
8514,control,mobile,0,231.58,39.73
18507,control,tablet,0,269.99,69.48
16614,treatment,mobile,0,207.49,34.37
18623,control,tablet,0,195.61,42.9
14570,control,mobile,0,201.36,49.12
8979,control,mobile,0,224.93,28.41
2715,treatment,desktop,0,211.66,26.14
16068,treatment,mobile,0,202.31,109.79
15684,treatment,mobile,0,220.41,47.11
13144,control,mobile,0,241.64,63.65
8115,treatment,desktop,0,186.48,82.98
9648,control,mobile,0,248.11,75.02
5945,treatment,desktop,0,154.51,63.56
16948,treatment,mobile,0,269.06,36.17
5246,treatment,desktop,0,153.71,51.65
3221,treatment,desktop,0,233.59,69.3
1681,treatment,desktop,0,197.89,22.21
9870,control,mobile,0,230.77,24.09
17376,treatment,mobile,0,221.85,18.48
7220,treatment,desktop,0,223.31,22.59
6011,treatment,desktop,0,250.14,40.04
5684,treatment,desktop,0,229.41,59.05
1777,treatment,desktop,0,203.57,18.88
14254,control,mobile,0,236.26,99.37
17239,treatment,mobile,0,251.46,101.24
15895,treatment,mobile,0,175.35,27.67
11561,control,mobile,0,217.33,66.39
17470,treatment,mobile,0,231.44,38.33
6067,treatment,desktop,1,243.99,20.14
7159,treatment,desktop,0,216.45,41.76
16844,treatment,mobile,0,184.61,50.34
6551,treatment,desktop,0,238.28,49.35
918,control,desktop,0,252.79,93.4
5675,treatment,desktop,1,220.33,31.97
7001,treatment,desktop,0,205.51,31.63
2558,treatment,desktop,0,203.17,150.27
18297,control,tablet,0,226.7,109.9
3129,treatment,desktop,0,202.94,91.31
16189,treatment,mobile,0,250.93,24.24
13288,control,mobile,0,265.85,21.03
12728,control,mobile,0,191.71,36.18
304,control,desktop,0,235.72,84.72
9911,control,mobile,0,226.09,17.25
10110,control,mobile,0,193.9,91.41
6891,treatment,desktop,0,267.88,37.05
13479,control,mobile,0,224.53,43.55
18512,control,tablet,0,225.82,20.14
16034,treatment,mobile,0,237.53,41.45
12971,control,mobile,0,185.46,61.87
16242,treatment,mobile,0,266.95,56.5
8792,control,mobile,0,178.57,36.47
7389,treatment,desktop,0,233.33,40.02
9381,control,mobile,0,214.39,63.68
12306,control,mobile,0,264.39,42.38
11804,control,mobile,0,182.87,34.13
12144,control,mobile,0,233.38,56.67
19130,treatment,tablet,0,184.85,37.37
881,control,desktop,0,159.37,46.25
8822,control,mobile,0,221.78,34.52
2369,treatment,desktop,0,234.74,49.3
18179,control,tablet,0,208.99,46.76
15928,treatment,mobile,0,207.15,90.87
14004,control,mobile,0,201.82,50.23
9010,control,mobile,0,211.31,16.54
18106,control,tablet,0,205.35,49.35
13457,control,mobile,0,234.42,35.1
14283,control,mobile,0,237.58,68.14
19911,treatment,tablet,1,250.61,78.97
11401,control,mobile,0,275.95,62.53
1530,treatment,desktop,0,222.07,40.56
535,control,desktop,1,239.69,43.17
13015,control,mobile,0,206.04,52.48
9779,control,mobile,0,233.32,63.86
13789,control,mobile,0,230.32,31.25
367,control,desktop,0,247.02,41.0
7802,treatment,desktop,0,263.21,36.67
11629,control,mobile,0,212.73,42.41
4689,treatment,desktop,0,188.11,19.83
2976,treatment,desktop,0,246.3,80.58
8205,control,mobile,0,232.04,54.85
5191,treatment,desktop,0,194.43,73.07
13717,control,mobile,1,242.93,31.26
4806,treatment,desktop,0,240.88,177.19
9420,control,mobile,0,239.66,38.54
6449,treatment,desktop,0,292.39,45.91
15551,treatment,mobile,0,243.55,33.03
18323,control,tablet,0,249.09,37.53
13312,control,mobile,0,266.59,89.84
19930,treatment,tablet,0,242.37,24.32
5233,treatment,desktop,0,240.69,98.31
10178,control,mobile,0,223.14,35.39
728,control,desktop,0,238.37,30.73
7824,treatment,desktop,0,218.06,37.81
18562,control,tablet,0,215.9,76.59
5003,treatment,desktop,0,250.68,103.45
15139,treatment,mobile,0,190.07,24.56
12795,control,mobile,0,214.09,47.12
3766,treatment,desktop,0,259.34,69.89
19539,treatment,tablet,0,246.87,31.05
16430,treatment,mobile,0,187.06,78.43
2851,treatment,desktop,0,185.24,28.47
16421,treatment,mobile,0,226.38,22.62
16531,treatment,mobile,0,264.66,63.36
16692,treatment,mobile,0,269.83,39.5
19269,treatment,tablet,0,282.72,54.46
10571,control,mobile,0,202.62,36.41
13630,control,mobile,0,182.83,112.37
1565,treatment,desktop,0,163.42,29.48
15826,treatment,mobile,0,242.42,25.56
1189,control,desktop,0,191.29,16.95
19510,treatment,tablet,0,205.81,73.89
10621,control,mobile,0,193.34,25.3
6754,treatment,desktop,0,186.62,61.31
5962,treatment,desktop,0,216.74,110.07
16287,treatment,mobile,0,237.58,78.97
16153,treatment,mobile,0,220.63,59.64
14926,control,mobile,0,228.38,68.62
18618,control,tablet,0,258.22,68.2
9974,control,mobile,0,278.5,45.31
18128,control,tablet,1,182.89,92.64
12906,control,mobile,0,206.85,76.0
7735,treatment,desktop,0,230.68,30.92
12098,control,mobile,0,172.41,80.55
19447,treatment,tablet,0,248.7,32.58
18956,control,tablet,0,198.82,51.85
4869,treatment,desktop,0,212.77,53.64
14632,control,mobile,1,292.72,31.58
294,control,desktop,0,230.16,74.71
16813,treatment,mobile,0,185.37,37.42
17349,treatment,mobile,0,226.74,68.31
4088,treatment,desktop,0,234.64,16.2
14532,control,mobile,0,209.69,93.01
15163,treatment,mobile,0,194.55,108.25
15302,treatment,mobile,0,247.85,52.98
17772,control,tablet,0,190.05,44.47
3240,treatment,desktop,1,270.64,42.71
1534,treatment,desktop,1,243.2,35.56
7182,treatment,desktop,0,213.37,107.9
6506,treatment,desktop,0,238.96,23.65
3475,treatment,desktop,0,167.91,21.74
13554,control,mobile,0,226.55,41.11
1438,treatment,desktop,0,265.43,38.6
6811,treatment,desktop,1,263.34,38.75
8890,control,mobile,0,200.46,54.03
18066,control,tablet,0,208.3,75.14
5125,treatment,desktop,1,231.98,38.94
9345,control,mobile,0,216.91,46.05
6858,treatment,desktop,0,200.42,21.82
1235,treatment,desktop,0,235.2,41.02
18893,control,tablet,0,225.72,23.41
14301,control,mobile,0,213.19,96.12
12045,control,mobile,0,186.26,54.68
11104,control,mobile,0,208.24,40.03
17361,treatment,mobile,0,222.3,46.01
12017,control,mobile,0,187.35,51.38
6251,treatment,desktop,0,271.56,63.71
19966,treatment,tablet,0,235.06,38.97
17757,control,tablet,1,240.5,39.86
1854,treatment,desktop,0,190.48,43.81
3527,treatment,desktop,0,209.44,54.8
8335,control,mobile,1,275.37,72.19
15969,treatment,mobile,0,190.56,34.96
16363,treatment,mobile,0,213.64,25.78
12788,control,mobile,0,211.19,43.87
8782,control,mobile,0,180.28,48.39
19156,treatment,tablet,0,214.81,34.52
4982,treatment,desktop,0,219.47,48.29
1121,control,desktop,0,197.56,29.86
14934,control,mobile,0,211.63,56.03
171,control,desktop,1,260.4,25.76
16204,treatment,mobile,0,264.44,47.05
12579,control,mobile,0,220.72,25.45
12954,control,mobile,0,279.33,43.41
17648,control,tablet,0,256.94,28.02
12146,control,mobile,0,227.5,79.9
8110,treatment,desktop,0,286.19,64.16
2390,treatment,desktop,0,253.11,54.05
13034,control,mobile,0,204.17,99.06
504,control,desktop,0,196.08,40.21
9130,control,mobile,0,251.62,43.2
19793,treatment,tablet,0,265.77,133.2
15377,treatment,mobile,0,233.77,77.14
17132,treatment,mobile,0,212.25,50.73
5763,treatment,desktop,0,229.18,82.28
9458,control,mobile,0,224.95,63.53
17067,treatment,mobile,0,263.09,66.87
6557,treatment,desktop,0,156.84,48.03
6426,treatment,desktop,0,177.3,32.55
11049,control,mobile,0,202.98,51.71
3482,treatment,desktop,0,186.51,62.4
6795,treatment,desktop,0,226.13,36.32
12493,control,mobile,0,193.56,45.22
5431,treatment,desktop,0,233.21,80.92
5593,treatment,desktop,1,241.87,65.41
14891,control,mobile,0,189.36,82.67
10831,control,mobile,0,250.49,64.66
15910,treatment,mobile,0,263.9,31.48
4302,treatment,desktop,0,213.85,26.68
1687,treatment,desktop,0,251.61,38.56
17477,treatment,mobile,0,218.11,90.8
12383,control,mobile,0,208.11,67.03
13150,control,mobile,0,223.62,54.37
11418,control,mobile,1,173.99,67.47
5141,treatment,desktop,0,213.2,71.48
6830,treatment,desktop,0,217.05,48.49
10752,control,mobile,1,219.47,72.15
2748,treatment,desktop,0,224.42,59.11
16332,treatment,mobile,0,208.99,47.93
17792,control,tablet,0,153.69,42.23
11495,control,mobile,0,204.53,29.91
13603,control,mobile,1,267.7,40.16
13159,control,mobile,0,194.04,50.1
8916,control,mobile,0,229.1,27.12
1101,control,desktop,0,278.35,40.03
15706,treatment,mobile,0,270.25,26.46
323,control,desktop,0,225.2,30.66
16147,treatment,mobile,0,201.9,135.36
11607,control,mobile,0,273.87,81.27
16319,treatment,mobile,0,240.07,38.99
7767,treatment,desktop,0,253.99,28.26
19245,treatment,tablet,0,192.86,52.9
5242,treatment,desktop,0,179.58,126.1
1025,control,desktop,0,205.82,33.36
955,control,desktop,0,214.06,52.42
69,control,desktop,0,206.03,41.18
17406,treatment,mobile,0,246.21,25.19
17457,treatment,mobile,0,242.98,23.41
2966,treatment,desktop,0,194.31,136.38
1866,treatment,desktop,0,204.69,97.88
6002,treatment,desktop,0,271.39,13.85
19682,treatment,tablet,0,188.79,45.6
6528,treatment,desktop,0,203.88,52.0
2545,treatment,desktop,0,213.92,43.41
15890,treatment,mobile,0,216.67,31.54
7253,treatment,desktop,0,196.31,17.15
5406,treatment,desktop,0,204.43,11.42
7514,treatment,desktop,0,225.38,58.82
19436,treatment,tablet,1,235.53,81.16
11520,control,mobile,0,249.85,71.2
16916,treatment,mobile,0,198.46,33.07
8308,control,mobile,0,210.39,14.98
8830,control,mobile,0,241.05,64.54
3247,treatment,desktop,0,249.38,46.22
10107,control,mobile,0,308.73,87.88
10563,control,mobile,0,233.03,67.46
19766,treatment,tablet,0,214.85,55.03
12539,control,mobile,0,210.5,41.01
6385,treatment,desktop,0,277.28,41.75
5532,treatment,desktop,0,189.28,74.61
14905,control,mobile,0,159.28,25.71
5557,treatment,desktop,0,217.82,32.59
11718,control,mobile,0,218.65,26.53
6625,treatment,desktop,0,218.77,36.0
9326,control,mobile,0,227.86,19.6
2594,treatment,desktop,1,260.85,82.22
17018,treatment,mobile,0,217.51,25.76
15592,treatment,mobile,0,198.62,23.15
19180,treatment,tablet,1,169.71,49.88
7846,treatment,desktop,0,236.13,41.46
17651,control,tablet,0,191.5,83.1
11096,control,mobile,0,223.04,53.17
947,control,desktop,0,231.95,83.19
4027,treatment,desktop,0,205.11,80.94
12388,control,mobile,0,221.91,30.56
12664,control,mobile,1,202.62,72.55
8370,control,mobile,0,222.03,52.37
5924,treatment,desktop,0,226.96,58.82
5194,treatment,desktop,0,238.13,81.27
3117,treatment,desktop,0,221.1,25.44
3742,treatment,desktop,0,230.08,37.41
14986,control,mobile,0,258.85,16.51
14087,control,mobile,0,215.66,68.58
1306,treatment,desktop,0,258.82,73.51
10934,control,mobile,0,205.92,92.4
3904,treatment,desktop,0,209.63,21.79
11044,control,mobile,0,231.72,22.4
3596,treatment,desktop,0,197.38,48.1
14185,control,mobile,0,280.27,60.11
3120,treatment,desktop,0,221.06,82.66
9501,control,mobile,0,185.55,22.38
15515,treatment,mobile,0,247.27,41.0
13855,control,mobile,0,199.7,34.1
11477,control,mobile,0,259.4,72.25
12931,control,mobile,0,224.19,49.46
9543,control,mobile,0,230.33,50.25
11794,control,mobile,0,228.86,31.08
19370,treatment,tablet,0,250.06,32.28
7546,treatment,desktop,1,224.47,32.8
19846,treatment,tablet,0,246.57,29.91
2254,treatment,desktop,0,171.11,56.09
9809,control,mobile,0,178.96,90.0
4520,treatment,desktop,0,223.92,69.66
18443,control,tablet,0,275.16,22.96
2649,treatment,desktop,0,229.4,31.51
19286,treatment,tablet,0,207.49,104.79
11807,control,mobile,0,222.14,68.49
7666,treatment,desktop,0,298.2,76.27
6189,treatment,desktop,0,188.99,44.28
7684,treatment,desktop,1,198.87,67.96
12174,control,mobile,0,205.65,67.02
14300,control,mobile,0,191.85,103.07
16685,treatment,mobile,0,166.37,41.24
17210,treatment,mobile,0,195.43,50.43
18153,control,tablet,0,222.71,80.87
16885,treatment,mobile,0,256.08,62.78
2346,treatment,desktop,0,221.63,111.99
7837,treatment,desktop,1,268.39,41.86
18424,control,tablet,0,262.55,56.17
15465,treatment,mobile,0,203.0,59.76
9582,control,mobile,0,250.08,37.41
7663,treatment,desktop,1,234.44,52.37
14441,control,mobile,0,229.76,53.32
9197,control,mobile,0,226.68,30.25
5821,treatment,desktop,0,245.5,74.11
13745,control,mobile,0,225.6,63.0
18235,control,tablet,0,200.73,60.46
19251,treatment,tablet,0,266.77,59.67
12284,control,mobile,0,218.58,69.45
18896,control,tablet,0,232.29,76.94
4044,treatment,desktop,0,213.3,66.18
9013,control,mobile,0,179.07,94.58
4289,treatment,desktop,0,213.14,45.45
205,control,desktop,0,169.65,59.76
5603,treatment,desktop,0,231.56,47.19
16352,treatment,mobile,0,199.98,52.5
8233,control,mobile,0,220.47,71.44
14674,control,mobile,0,194.98,55.72
17051,treatment,mobile,0,181.7,65.3
11189,control,mobile,1,216.72,38.13
17777,control,tablet,0,219.48,81.29
1467,treatment,desktop,0,209.58,67.03
8559,control,mobile,0,186.19,48.27
3222,treatment,desktop,0,209.55,45.05
15823,treatment,mobile,1,170.92,81.58
3791,treatment,desktop,0,158.87,95.59
243,control,desktop,0,204.81,84.3
14618,control,mobile,0,223.53,37.16
11692,control,mobile,0,188.22,55.08
2613,treatment,desktop,0,249.2,65.74
3524,treatment,desktop,0,189.13,85.59
12993,control,mobile,0,225.1,58.63
5869,treatment,desktop,0,281.43,40.21
1063,control,desktop,1,159.39,23.21
558,control,desktop,1,200.8,33.26
12282,control,mobile,0,222.03,87.53
17208,treatment,mobile,0,226.76,41.99
5916,treatment,desktop,1,217.79,124.45
8901,control,mobile,0,186.24,31.56
11332,control,mobile,1,235.0,30.17
11385,control,mobile,0,204.34,49.84
10043,control,mobile,0,210.76,48.99
15123,treatment,mobile,1,153.16,22.26
4901,treatment,desktop,0,204.19,56.88
2360,treatment,desktop,0,229.99,62.05
8099,treatment,desktop,0,190.06,33.12
19112,treatment,tablet,0,225.4,55.25
18595,control,tablet,0,241.28,74.87
441,control,desktop,1,240.38,61.55
18987,control,tablet,0,210.6,58.11
12660,control,mobile,0,306.52,32.5
17075,treatment,mobile,0,202.53,43.23
13127,control,mobile,0,259.13,102.52
9318,control,mobile,0,196.17,56.68
15404,treatment,mobile,0,209.18,68.8
9204,control,mobile,0,180.75,103.05
7040,treatment,desktop,1,213.25,35.49
17782,control,tablet,0,198.99,36.27
16563,treatment,mobile,0,211.41,63.69
10764,control,mobile,0,187.13,108.63
15090,control,mobile,0,225.08,28.1
18045,control,tablet,0,228.42,38.01
6129,treatment,desktop,0,187.93,46.36
927,control,desktop,1,228.13,147.69
6331,treatment,desktop,0,139.38,45.53
18069,control,tablet,0,202.93,57.99
2147,treatment,desktop,0,249.63,30.77
8470,control,mobile,0,212.63,24.97
16776,treatment,mobile,0,240.65,79.42
4236,treatment,desktop,0,206.61,54.29
12647,control,mobile,0,232.47,55.28
11522,control,mobile,0,169.27,16.52
11960,control,mobile,0,196.81,57.26
1871,treatment,desktop,0,273.28,56.45
11676,control,mobile,0,228.16,52.93
16310,treatment,mobile,0,286.15,61.54
19871,treatment,tablet,0,207.39,42.63
1810,treatment,desktop,0,282.12,36.38
12491,control,mobile,1,204.34,59.84
14930,control,mobile,0,211.45,59.53
18453,control,tablet,1,246.25,91.0
8644,control,mobile,0,272.52,84.43
18286,control,tablet,0,229.78,22.28
16547,treatment,mobile,0,188.25,30.0
2933,treatment,desktop,0,171.47,52.5
5244,treatment,desktop,0,169.18,37.67
14379,control,mobile,0,190.34,31.12
15958,treatment,mobile,0,241.63,30.08
9907,control,mobile,0,246.49,35.75
4675,treatment,desktop,1,246.15,55.15
1179,control,desktop,1,216.55,35.1
6019,treatment,desktop,0,195.81,34.06
19774,treatment,tablet,0,223.13,59.1
12928,control,mobile,0,244.05,52.51
7422,treatment,desktop,0,189.67,66.06
6340,treatment,desktop,1,193.88,41.18
19072,treatment,tablet,0,159.12,22.13
7368,treatment,desktop,0,198.9,49.86
15210,treatment,mobile,0,203.13,48.99
11599,control,mobile,0,211.62,31.2
16353,treatment,mobile,0,206.8,85.63
5726,treatment,desktop,0,218.54,96.86
14502,control,mobile,0,236.53,40.83
13541,control,mobile,0,235.15,89.9
13210,control,mobile,0,275.65,26.61
19088,treatment,tablet,0,204.26,15.03
17767,control,tablet,0,291.47,32.0
16707,treatment,mobile,0,231.04,26.19
3094,treatment,desktop,0,193.8,71.2
17170,treatment,mobile,0,189.69,17.83
12366,control,mobile,0,300.74,87.65
3868,treatment,desktop,0,173.43,17.89
16108,treatment,mobile,0,206.36,137.06
3991,treatment,desktop,0,193.03,4718.5
1272,treatment,desktop,0,220.87,40.59
12794,control,mobile,0,232.56,51.64
1544,treatment,desktop,1,208.24,58.9
8993,control,mobile,0,245.83,61.32
1928,treatment,desktop,0,229.96,56.27
13767,control,mobile,0,195.14,52.59
4633,treatment,desktop,1,214.43,23.25
13214,control,mobile,0,192.16,45.67
5094,treatment,desktop,0,232.61,17.81
9490,control,mobile,0,231.06,29.78
8282,control,mobile,0,179.56,46.58
4404,treatment,desktop,0,218.35,41.81
16758,treatment,mobile,0,236.63,51.68
12195,control,mobile,0,236.58,40.01
13581,control,mobile,0,246.91,16.24
15641,treatment,mobile,0,229.89,54.05
19634,treatment,tablet,0,227.72,26.4
4259,treatment,desktop,0,245.23,72.43
2970,treatment,desktop,0,185.53,43.3
5915,treatment,desktop,1,192.34,48.73
15966,treatment,mobile,0,225.48,81.13
13899,control,mobile,0,230.47,40.0
14638,control,mobile,0,288.77,20.84
12378,control,mobile,0,196.02,33.09
11405,control,mobile,0,154.03,48.91
14680,control,mobile,0,226.65,83.36
6845,treatment,desktop,0,192.56,16.78
284,control,desktop,0,207.64,110.77
10014,control,mobile,0,272.31,71.66
3313,treatment,desktop,0,214.68,145.74
10567,control,mobile,0,188.24,29.98
11806,control,mobile,0,221.58,41.06
8203,control,mobile,0,220.9,85.54
11885,control,mobile,0,246.91,55.12
145,control,desktop,1,257.98,179.52
16856,treatment,mobile,0,205.98,51.68
16058,treatment,mobile,0,183.9,34.36
523,control,desktop,0,227.28,48.96
17118,treatment,mobile,0,192.66,41.07
4983,treatment,desktop,0,224.14,60.92
14472,control,mobile,0,207.82,52.55
12631,control,mobile,0,292.72,112.6
8871,control,mobile,0,171.21,28.96
14755,control,mobile,0,196.86,101.11
6336,treatment,desktop,1,216.4,59.01
12860,control,mobile,1,208.42,22.55
16641,treatment,mobile,0,195.24,30.88
16386,treatment,mobile,0,168.97,115.22
12080,control,mobile,0,211.5,26.76
13139,control,mobile,0,165.01,44.14
7408,treatment,desktop,0,202.83,49.59
6887,treatment,desktop,0,246.11,48.63
10983,control,mobile,0,254.2,60.64
10990,control,mobile,1,217.05,64.2
13659,control,mobile,0,190.66,31.91
14416,control,mobile,0,258.62,28.77
9308,control,mobile,0,258.64,55.34
14601,control,mobile,0,242.19,141.3
17665,control,tablet,0,241.09,52.81
4936,treatment,desktop,0,251.44,37.91
11032,control,mobile,1,207.58,48.99
18484,control,tablet,0,198.08,27.63
8262,control,mobile,0,199.6,44.34
8759,control,mobile,0,239.07,37.3
16190,treatment,mobile,0,181.6,47.84
9958,control,mobile,1,219.67,47.82
3585,treatment,desktop,1,242.97,31.35
7393,treatment,desktop,0,220.5,59.17
16664,treatment,mobile,0,239.93,41.0
6645,treatment,desktop,0,199.71,79.28
3357,treatment,desktop,0,201.41,51.76
17544,control,tablet,0,222.23,68.87
2692,treatment,desktop,0,260.14,50.05
17403,treatment,mobile,0,206.26,42.31
2187,treatment,desktop,0,189.92,77.67
2814,treatment,desktop,0,197.6,39.99
11709,control,mobile,0,225.2,94.71
5276,treatment,desktop,1,186.95,51.41
4272,treatment,desktop,0,198.0,34.96
4475,treatment,desktop,0,241.76,31.13
19553,treatment,tablet,0,245.43,29.13
15671,treatment,mobile,0,211.78,47.05
5112,treatment,desktop,0,217.64,37.88
1905,treatment,desktop,0,224.87,30.19
16676,treatment,mobile,0,218.9,43.88
14804,control,mobile,0,243.83,44.62
3806,treatment,desktop,1,200.94,63.58
12983,control,mobile,0,184.66,70.32
350,control,desktop,0,205.93,40.91
4202,treatment,desktop,0,197.29,105.01
10478,control,mobile,0,242.67,96.01
5435,treatment,desktop,0,220.94,14.69
13590,control,mobile,0,293.97,49.73
17267,treatment,mobile,0,265.47,24.51
13043,control,mobile,0,301.88,29.9
3540,treatment,desktop,1,269.39,60.81
2990,treatment,desktop,0,205.34,102.06
4447,treatment,desktop,0,216.14,50.25
1415,treatment,desktop,0,212.8,17.08
12046,control,mobile,0,219.64,43.3
2228,treatment,desktop,0,212.22,29.51
14706,control,mobile,0,161.13,32.38
7850,treatment,desktop,0,173.36,30.66
15462,treatment,mobile,0,229.16,44.92
14595,control,mobile,0,185.13,28.61
3744,treatment,desktop,0,253.84,17.42
11113,control,mobile,1,236.05,43.74
6075,treatment,desktop,0,246.22,48.98
7187,treatment,desktop,0,210.15,49.62
19970,treatment,tablet,0,210.35,40.2
7567,treatment,desktop,0,232.27,29.2
17859,control,tablet,0,235.38,17.04
9418,control,mobile,0,236.51,51.1
9060,control,mobile,0,258.64,109.97
3123,treatment,desktop,1,221.38,114.14
3771,treatment,desktop,0,172.98,128.34
3258,treatment,desktop,0,196.25,101.24
2055,treatment,desktop,0,246.62,59.53
8605,control,mobile,0,190.04,43.44
11422,control,mobile,0,215.83,43.36
16507,treatment,mobile,0,251.19,40.85
15636,treatment,mobile,0,268.71,108.52
7529,treatment,desktop,1,220.12,89.14
15882,treatment,mobile,0,185.43,38.48
14064,control,mobile,0,227.17,40.07
2679,treatment,desktop,0,298.05,56.42
14879,control,mobile,0,193.68,95.71
409,control,desktop,0,250.08,101.53
1948,treatment,desktop,0,206.22,63.29
15784,treatment,mobile,0,249.6,84.01
3168,treatment,desktop,0,255.22,28.35
12703,control,mobile,0,206.42,26.86
4467,treatment,desktop,0,214.55,43.59
13961,control,mobile,0,209.67,80.09
13192,control,mobile,0,239.28,61.94
11800,control,mobile,0,197.15,27.28
11589,control,mobile,0,242.8,20.93
13205,control,mobile,0,222.54,33.37
11222,control,mobile,0,254.4,35.93
18936,control,tablet,0,264.29,51.44
18898,control,tablet,0,189.02,46.66
6281,treatment,desktop,0,183.36,35.86
19344,treatment,tablet,0,189.95,59.85
14729,control,mobile,0,237.56,65.6
15740,treatment,mobile,0,242.95,38.02
6436,treatment,desktop,1,219.35,46.09
19948,treatment,tablet,0,222.74,19.0
11945,control,mobile,0,214.28,124.71
3457,treatment,desktop,0,243.66,49.54
17187,treatment,mobile,0,204.5,33.16
8022,treatment,desktop,0,199.75,145.06
12675,control,mobile,0,206.25,61.9
17577,control,tablet,1,248.23,47.17
12714,control,mobile,0,210.89,28.33
175,control,desktop,0,189.94,135.01
5875,treatment,desktop,0,204.32,64.57
